htid	HTRecord	WWEnd ID	ISFDB ID	Title	Author	Year
mdp.39015035323578	1370404	N/A	34742	Science Fiction by Gaslight	Sam Moskowitz	1968
uc1.32106002059738	7112434	N/A	34742	Science Fiction by Gaslight	Sam Moskowitz	1968
mdp.39015053246826	1020665	N/A	34757	Deep Space	Robert Silverberg	1973
mdp.39015005228989	8319	N/A	34763	Other Dimensions	Robert Silverberg	1973
pst.000012691302	7057003	N/A	34766	Windows into Tomorrow	Robert Silverberg	1974
mdp.39015031010575	1370504	N/A	34769	Beyond Control	Robert Silverberg	1972
uc1.b3870837	1370504	N/A	34769	Beyond Control	Robert Silverberg	1972
mdp.39015061384684	4917586	N/A	34770	Strange Gifts	Robert Silverberg	1975
uc1.b4430798	6239061	N/A	34779	No Mind of Man	Robert Silverberg	1973
uc1.32106002059704	7114173	N/A	34782	Galactic Dreamers	Robert Silverberg	1977
ppt.ssfcbz201808000032	102699459	N/A	34877	13 Great Stories of Science Fiction	Groff Conklin	1960
mdp.39015040065743	3954703	N/A	34906	Brothers of theNight	Thomas S. Roche & Michael Rowe	1997
uc1.32106012911092	7133115	N/A	34911	An Anthology of Scottish Fantasy Literature	Colin Manlove	1996
inu.32000011347608	7593900	N/A	34913	Clarion	Robin Scott Wilson	1971
mdp.39015030930252	1364715	N/A	34919	Time Probe: The Sciences in Science Fiction	Arthur C. Clarke	1966
inu.39000003458853	7593902	N/A	34953	The New and Improved Sun	Thomas M. Disch	1975
mdp.39015064797734	5284688	N/A	34953	The New and Improved Sun	Thomas M. Disch	1975
pst.000006568436	7039897	N/A	34975	Space Odysseys	Brian W. Aldiss	1974
inu.30000120306703	9529335	N/A	34979	Looking Ahead	Dick Allen & Lori Allen	1975
mdp.39015008735873	1901343	N/A	35008	Other Worlds, Other Seas	Darko Suvin	1970
mdp.39015064103032	5228670	N/A	35050	Things	Ivan Howard	1964
mdp.39015046852672	1370446	N/A	35051	Assignment in Tomorrow	Frederik Pohl	1954
ppt.ssfcbz201710000405	102699462	N/A	35062	Nightmare Age	Frederik Pohl	1970
pst.000012674602	156890	N/A	35080	Tomorrow, the Stars	Robert A. Heinlein	1952
uva.x000359810	101864843	N/A	35080	Tomorrow, the Stars	Robert A. Heinlein	1952
mdp.39015038159391	3109761	N/A	35262	Destination: Amaltheia	Richard Dixon	1962
mdp.39015064795126	5276836	N/A	35413	The Best of Cemetery Dance, Volume One	Richard Chizmar	2000
mdp.39015069109224	5276836	N/A	35414	The Best of Cemetery Dance, Volume Two	Richard Chizmar	2001
mdp.39015053566694	1464050	N/A	35531	The Day the Sun Stood Still	Uncredited	1972
mdp.39015061471416	5019221	N/A	35539	Fellowship of the Stars	Terry Carr	1974
mdp.39015010748443	773944	N/A	35545	The Astounding-Analog Reader, Volume 1	Brian W. Aldiss & Harry Harrison	1972
mdp.39015016910971	526089	N/A	35548	SF: Authors' Choice 4	Harry Harrison	1974
pst.000002675138	7492684	N/A	35548	SF: Authors' Choice 4	Harry Harrison	1974
uc1.b4354460	5828636	N/A	35548	SF: Authors' Choice 4	Harry Harrison	1974
mdp.39015081739040	6838819	N/A	35551	Horrors! 365 Scary Stories	Stefan Dziemianowicz & Martin H. Greenberg & Robert Weinberg	1998
pst.000044142056	6838819	N/A	35551	Horrors! 365 Scary Stories	Stefan Dziemianowicz & Martin H. Greenberg & Robert Weinberg	1998
uc1.b4594282	6281780	N/A	35615	Everything But Love	Arthur Shkarovsky-Raffé	1973
mdp.39015061026319	4475853	N/A	35649	Isaac Asimov Presents the Best Horror and Supernatural of the 19th Century	Isaac Asimov & Martin H. Greenberg & Charles G. Waugh	1983
mdp.39015002518291	268487	N/A	35654	Science Fiction A to Z	Isaac Asimov & Martin H. Greenberg & Charles G. Waugh	1982
mdp.39015008981634	243451	N/A	35666	Creations: The Quest for Origins in Story and Science	Isaac Asimov & Martin H. Greenberg & George Zebrowski	1983
pst.000021457753	12265505	N/A	35702	The Best of Omni Science Fiction	Ben Bova & Don Myrus	1980
mdp.39015008806039	127910	N/A	35707	Astounding Science Fiction July 1939	John W. Campbell, Jr.	1981
mdp.39015018618713	1441723	N/A	35756	Combat SF	Gordon R. Dickson	1975
mdp.39015029404871	211251	N/A	35766	Beyond the Gaslight	Dik Evans & Hilary Evans	1976
uc1.b4354458	6224284	N/A	35769	The Magazine of Fantasy and Science Fiction, April 1965	Edward L. Ferman & Martin H. Greenberg	1981
mdp.39015019387144	231402	N/A	35771	Pre-Revolutionary Russian Science Fiction: An Anthology (Seven Utopias and a Dream)	Leland Fetzer	1982
uc1.b4397263	231402	N/A	35771	Pre-Revolutionary Russian Science Fiction: An Anthology (Seven Utopias and a Dream)	Leland Fetzer	1982
pst.000006620417	7040320	N/A	35773	Neuron Stars	Gregory Fitz Gerald	1977
mdp.49015000987751	4481474	N/A	35803	The Altered I	Lee Harding	1976
uc1.32106005619801	7104080	N/A	35806	Pulsar 2	George Hay	1979
uva.x001049177	101882568	N/A	35814	Australian Science Fiction	Van Ikin	1982
mdp.39015019387243	294366	N/A	35822	Travelling Towards Epsilon	Maxim Jakubowski	1977
mdp.39015053238286	123734	N/A	35899	Weird Heroes	Byron Preiss	1975
mdp.39015012934496	156890	N/A	35914	Science Fiction: A Historical Anthology	Eric S. Rabkin	1983
umn.31951001173041r	100661435	N/A	35916	Science Fiction by the Rivals of H. G. Wells	Alan K. Russell	1979
uc1.b3550428	7859562	N/A	35943	Isaac Asimov's Marvels of Science Fiction	George H. Scithers	1979
uva.x001505671	101887462	N/A	35968	The View from the Edge: A Workshop of Science Fiction Stories	George Turner	1977
mdp.39015014666047	185696	N/A	35984	They Came from Outer Space	Jim Wynorski	1981
mdp.39015061381730	4905195	N/A	36006	New Worlds from the Lowland	Manuel Van Loggem	1982
uc1.b3558403	4905195	N/A	36006	New Worlds from the Lowland	Manuel Van Loggem	1982
uva.x001234240	102089435	N/A	36063	No Place Like Earth	John Carnell	1952
mdp.39015027359838	243024	N/A	36066	The Infinite Arena	Terry Carr	1977
mdp.39015056812368	3849966	N/A	36066	The Infinite Arena	Terry Carr	1977
uc1.b4354459	9508088	N/A	36068	Planets of Wonder	Terry Carr	1976
uva.x000183648	101964077	N/A	36077	Science Against Man	Anthony Cheetham	1970
uva.x000427168	102088665	N/A	36089	Best SF Two	Edmund Crispin	1956
mdp.39015030838687	1907088	N/A	36090	Best SF Three	Edmund Crispin	1958
mdp.39015003758011	1440764	N/A	36124	The Ruin's of Earth	Thomas M. Disch	1971
mdp.39015016459912	1441765	N/A	36131	Encounters with Aliens	George W. Earley	1968
uva.x000054674	102044551	N/A	36135	A World Named Cleopatra	Poul Anderson & Roger Elwood	1977
mdp.39015019386112	1059418	N/A	36149	Path Into the Unknown	Uncredited	1966
uc1.$b389502	9448089	N/A	36149	Path Into the Unknown	Uncredited	1966
pst.000008505590	9813934	N/A	36197	Beyond Tomorrow	Lee Harding	1976
mdp.39015010748237	1364826	N/A	36229	The Light Fantastic	Harry Harrison	1971
mdp.39015030933041	1397598	N/A	36234	The Year 2000	Harry Harrison	1970
uc1.b4358889	1397598	N/A	36234	The Year 2000	Harry Harrison	1970
uva.x000414453	101864842	N/A	36248	9 Tales of Space and Time	Raymond J. Healy	1954
uva.x000604443	101950005	N/A	36256	Window on the Future	Douglas HIll	1966
mdp.39015001799124	1059388	N/A	36278	Russian Science Fiction 1968	Robert Magioff	1968
mdp.39015054063790	1059388	N/A	36278	Russian Science Fiction 1968	Robert Magioff	1968
mdp.39015012272715	1059387	N/A	36279	Russian Science Fiction 1969	Robert Magioff	1969
inu.30000103852103	9050045	N/A	36286	The Giant Anthology of Science Fiction	Oscar J. Friend & Leo Margulies	1954
mdp.39015030928819	1026928	N/A	36294	Above the Human Landscape: A Social Science Fiction Anthology	Willis E. McNelly & Leon E. Stover	1972
uc1.b3870138	1026928	N/A	36294	Above the Human Landscape: A Social Science Fiction Anthology	Willis E. McNelly & Leon E. Stover	1972
mdp.39015011249755	1464032	N/A	36297	Before the Golden Age	Isaac Asimov	1974
mdp.39015066077754	635135	N/A	36304	Where Do We Go from Here?	Isaac Asimov	1971
pst.000008826459	7498290	N/A	36304	Where Do We Go from Here?	Isaac Asimov	1971
mdp.49015000730243	4455308	N/A	36305	Fifty Short Science Fiction Tales	Isaac Asimov & Groff Conklin	1963
pst.000003806074	7492679	N/A	36306	The Worlds of Science Fiction	Robert P. Mills	1963
uc1.b3545503	6671953	N/A	36306	The Worlds of Science Fiction	Robert P. Mills	1963
mdp.39015031219481	148081	N/A	36309	Before Armageddon	Michael Moorcock	1975
uc1.32106005747230	148081	N/A	36309	Before Armageddon	Michael Moorcock	1975
uc1.b3160554	148081	N/A	36309	Before Armageddon	Michael Moorcock	1975
inu.30000099975843	10558101	N/A	36363	Transformations	Daniel Roselle	1973
mdp.39015069971607	5656256	N/A	36383	Strange Bedfellows	Thomas N. Scortia	1972
uc1.32106002059688	7114198	N/A	36387	Earth Is the Strangest Planet	Robert Silverberg	1977
uc1.b4948844	9495476	N/A	36406	The Second Pacific Book of Science Fiction	John Baxter	1971
pst.000007041129	7039838	N/A	36440	Perilous Planets	Brian W. Aldiss	1978
mdp.39015026897044	101001	N/A	36442	The Golden Age of Science Fiction	Kingsley Amis	1981
pst.000048593830	12269065	N/A	36482	The Prentice Hall Anthology of Science Fiction and Fantasy	Garyn G. Roberts	2000
mdp.39015059135031	4759861	N/A	36521	Things Invisible to See	Lawrence Schimel	1998
mdp.39015069123910	5389940	N/A	36571	100 Ghastly Little Stories	Stefan Dziemianowicz & Martin H. Greenberg & Robert Weinberg	1993
mdp.49015002837723	4600265	N/A	36630	Stars: Original Stories Based on the Songs of Janis Ian	Janis Ian & Mike Resnick	2003
mdp.39015047857340	4079962	N/A	103244	Women of Other Worlds: Excursions Through Science Fiction and Feminism	Helen Merrick & Tess Williams	1999
mdp.39015060836189	4987761	N/A	168741	The Campfire Collection: Thrilling Chilling Tales of Alien Encounters	Gina Hyams	2005
mdp.49015000000985	4381710	N/A	181329	Beyond Armageddon	Martin H. Greenberg & Walter M. Miller, Jr.	1985
uc1.32106018982055	7148758	N/A	182074	Worlds Apart: An Anthology of Russian Science Fiction and Fantasy	Alexander Levitsky	2006
uc1.32106013793556	7136119	N/A	183030	Transcendental Tales from Isaac Asimov's Science Fiction Magazine	Gardner Dozois	1989
uva.x030196928	102049633	N/A	467491	Glorifying Terrorism	Farah Mendlesohn	2007
uc1.32106005567604	7103760	N/A	518001	Great Science Fiction: Stories by the World's Great Scientists	Isaac Asimov & Martin H. Greenberg & Charles G. Waugh	1985
mdp.39015061027432	5069958	N/A	523649	Tales of the Occult	Isaac Asimov & Martin H. Greenberg & Charles G. Waugh	1989
pst.000014157073	7039974	N/A	529301	Science Fiction: Contemporary Mythology: The SFWA-SFRA Anthology	Martin H. Greenberg & Joseph D. Olander & Patricia S. Warrick	1978
mdp.39015018647522	484865	N/A	529405	Young Mutants	Isaac Asimov & Martin H. Greenberg & Charles G. Waugh	1984
mdp.39015052394080	3515468	N/A	592121	New Eves: Science Fiction About the Extraordinary Women of Today and Tomorrow	Forrest J. Ackerman & Janrae Frank & Jean Marie Stine	1994
mdp.39015061321959	4725794	N/A	651601	Predators	Ed Gorman & Martin H. Greenberg	1993
mdp.39015008642624	123097	N/A	708193	Computer Crimes and Capers	Isaac Asimov & Martin H. Greenberg & Charles G. Waugh	1983
mdp.39076002620370	9929698	N/A	710185	100 Great Science Fiction Short Short Stories	Isaac Asimov & Martin H. Greenberg & Joseph D. Olander	1978
mdp.49015000498916	4431947	N/A	710185	100 Great Science Fiction Short Short Stories	Isaac Asimov & Martin H. Greenberg & Joseph D. Olander	1978
mdp.39015009069454	39280	N/A	710481	School and Society Through Science Fiction	Martin H. Greenberg & Joseph D. Olander & Patricia S. Warrick	1974
pst.000016307247	7492106	N/A	710481	School and Society Through Science Fiction	Martin H. Greenberg & Joseph D. Olander & Patricia S. Warrick	1974
uc1.32106005219453	8323590	N/A	718493	Laughing Space	Isaac Asimov & Janet Asimov	1982
mdp.39015056801338	3849285	N/A	755817	Graven Images	Nancy Kilpatrick & Thomas S. Roche	2000
mdp.39015005756898	1441824	N/A	830591	The Clans of Darkness	Peter Haining	1971
mdp.39015059179419	5407684	N/A	830591	The Clans of Darkness	Peter Haining	1971
mdp.39015066698575	1004277	N/A	830591	The Clans of Darkness	Peter Haining	1971
mdp.39015039923407	3960522	N/A	840487	Worlds Apart	Camilla Decarnin & Eric Garber & Lyn Paleo	1986
mdp.39015055929247	3960522	N/A	840487	Worlds Apart	Camilla Decarnin & Eric Garber & Lyn Paleo	1986
mdp.39015061002906	5050635	N/A	840487	Worlds Apart	Camilla Decarnin & Eric Garber & Lyn Paleo	1986
mdp.39015053538602	3582238	N/A	846663	Meltdown!	Caro Soles	1994
uva.x000308637	101963519	N/A	849535	Binary Star No. 3	James R. Frenkel	1979
inu.30000122862026	9397012	N/A	870876	Otherworldy Maine	Noreen Doyle	2008
mdp.39015003935221	32305	N/A	886216	Other Canadas	John Robert Colombo	1979
pst.000013299002	7500343	N/A	898459	Great Tales of Science Fiction	Martin H. Greenberg & Robert Silverberg	1985
uc1.31210006743940	102648073	N/A	898792	Tomorrow's Universe	Herbert J. Campbell	1953
mdp.39015003842419	1440798	N/A	903716	Ancestral Voices: An Anthology of Early Science Fiction	Douglas Menville & Robert Reginald	1975
mdp.39015021921229	138943	N/A	905459	Isaac Asimov's Worlds of Science Fiction	George H. Scithers	1980
pst.000022747778	7040196	N/A	910888	Masters of Fantasy	Terry Carr & Martin Harry Greenberg	1995
mdp.39015057615026	4346755	N/A	939690	Hive of Dreams: Contemporary Science Fiction from the Pacific Northwest	Grace L. Dillon	2003
mdp.39015056459400	3516326	N/A	948319	Kindred Spirits: An Anthology of Gay and Lesbian Science Fiction	Jeffrey M. Elliot	1984
inu.30000061550038	6809985	N/A	949464	Southern Blood	Martin H. Greenberg & Lawrence Schimel	1997
uc1.32106019397071	7708344	N/A	951073	The Future Is Queer	Richard Labonte & Lawrence Schimel	2006
mdp.39015061861616	4952973	N/A	953935	Ancient Hauntings	Robert Reginald	1976
mdp.39015078806315	6804095	N/A	968991	Subterfuge	Ian Whates	2008
mdp.39015001778581	2636092	N/A	980886	Austrailian Horror Stories	Bill Wannan	1983
umn.31951000689531j	7473753	N/A	990921	Philosophy and Science Fiction	Michael Philips	1984
mdp.39015081739305	6867714	N/A	992595	Gaylaxicon 2006 Sampler	Don Sakers	2006
uc1.32106015297994	8325536	N/A	996222	Social Problems Through Science Fiction	Martin H. Greenberg & John W. Milstead & Joseph D. Olander & Patricia S. Warrick	1975
mdp.39015000019912	213266	N/A	996238	Introductory Psychology Through Science Fiction	Martin H. Greenberg & Harvey A. Katz & Patricia S. Warrick	1974
mdp.39015002797796	616063	N/A	996238	Introductory Psychology Through Science Fiction	Martin H. Greenberg & Harvey A. Katz & Patricia S. Warrick	1974
mdp.39015003859785	1440815	N/A	996243	Sociology Through Science Fiction	Martin H. Greenberg & John W. Milstead & Joseph D. Olander & Patricia S. Warrick	1974
mdp.49015000498858	4431941	N/A	996269	American Government Through Science Fiction	Martin H. Greenberg & Joseph D. Olander & Patricia S. Warrick	1974
inu.39000002791635	7593852	N/A	996271	Criminal Justice Through Science Fiction	Martin H. Greenberg & Joseph D. Olander	1977
inu.39000002311103	7593901	N/A	996683	No Room for Man	Ralph S. Clem & Martin H. Greenberg & Joseph D. Olander	1979
mdp.39015064788691	5266232	N/A	998729	The Definitive Best of the Horror Show	David B. Silva	1992
mdp.39015081738570	6813571	N/A	1028199	Triptych of Terror	John Michael Curlovich & David Thomas Lord & Michael Rowe	2006
mdp.39015069160441	5417690	N/A	1035213	Fantasy Stories	Diana Wynne Jones	1994
mdp.39015024993415	2525341	N/A	1035560	The Bradbury Chronicles: Stories in Honor of Ray Bradbury	Martin H. Greenberg & William F. Nolan	1991
pst.000024657594	12263706	N/A	1050179	FutureCrime: An Anthology of the Shape of Crime to Come	Charles Ardai & Cynthia Manson	1992
mdp.39015013272789	922064	N/A	1077471	Alternative Histories	Martin H. Greenberg & Charles G. Waugh	1986
inu.30000056691995	6809981	N/A	1080088	Blood Lines: Vampire Stories from New England	Martin H. Greenberg & Lawrence Schimel	1997
pst.000013299026	7492102	N/A	1097833	A Treasury of American Horror Stories	Martin H. Greenberg & Frank D. McSherry, Jr. & Charles G. Waugh	1985
mdp.39015004264886	138173	N/A	1122048	The Great Science Fiction Series	Martin H. Greenberg & Joseph D. Olander & Frederik Pohl	1980
uc1.b4553765	138173	N/A	1122048	The Great Science Fiction Series	Martin H. Greenberg & Joseph D. Olander & Frederik Pohl	1980
mdp.39015000353519	735154	N/A	1122050	Microcosmic Tales	Isaac Asimov & Martin H. Greenberg & Joseph D. Olander	1980
mdp.49015001298364	4512996	N/A	1128348	Nightmares in Dixie: Thirteen Horror Tales from the American South	Martin H. Greenberg & Frank D. McSherry, Jr. & Charles G. Waugh	1987
mdp.39015061154434	4735924	N/A	1128367	Pirate Ghosts of the American Coast	Martin H. Greenberg & Frank D. McSherry, Jr. & Charles G. Waugh	1988
mdp.39015064984142	5581650	N/A	1133285	The Apocalypse Reader	Justin Taylor	2007
mdp.39015019423543	2446183	N/A	1135768	An Illuminated History of the Future	Curtis White	1989
pst.000031945486	8384963	N/A	1158866	50 Great Horror Stories	John Canning	1969
pst.000011317982	12281182	N/A	1168299	Tales from Isaac Asimov's Science Fiction Magazine	Cynthia Manson & Sheila Williams	1986
inu.30000001396906	6056173	N/A	1180129	A Century of Horror Stories	Dennis Wheatley	1935
mdp.39015061386812	4928622	N/A	1266583	Best of the Midwest's Science Fiction, Fantasy & Horror	Brian Smart	1991
mdp.39015008604459	229606	N/A	1280435	Isaac Asimov's Masters of Science Fiction	George H. Scithers	1978
mdp.39015032907548	2811976	N/A	1281440	The Ultimate Zombie	John Gregory Betancourt & Byron Preiss	1993
mdp.39015008577051	1003635	N/A	1284126	Three for Tomorrow	Robert Silverberg	1969
mdp.39015015375218	1003635	N/A	1284126	Three for Tomorrow	Robert Silverberg	1969
pst.000066837572	12265482	N/A	1291998	Distant Early Warnings: Canada's Best Science Fiction	Robert J. Sawyer	2009
pst.000020497712	7055948	N/A	1294428	War with the Robots	Isaac Asimov & Martin H. Greenberg & Patricia S. Warrick	1992
pst.000009864269	12279223	N/A	1317319	Ghost Stories	John Hampden	1939
pst.000007408281	12255723	N/A	1328104	New Writings in SF 7	John Carnell	1971
pst.000007408335	12255723	N/A	1328106	New Writings in SF 8	John Carnell	1971
ppt.ssfcbz201808000050	102699404	N/A	1449771	The Best of Destinies	Jim Baen	1980
mdp.39015014614815	205985	N/A	1449863	Galaxy: The Best of My Years	Jim Baen	1980
ppt.ssfcbz201808000195	205985	N/A	1449863	Galaxy: The Best of My Years	Jim Baen	1980
inu.39000003492878	7593891	N/A	1750147	The Ultimate Werewolf	John Gregory Betancourt & David Keller & Megan Miller & Byron Preiss	1994
uc1.32106007606244	7104748	N/A	1931447	The Penguin World Omnibus of Science Fiction	Brian W. Aldiss & Sam J. Lundwall	1986
inu.30000004051573	7593866	N/A	1940751	A Treasury of American Mystery Stories	Martin H. Greenberg & Frank D. McSherry, Jr. & Charles G. Waugh	1989
mdp.39015032595970	2889720	N/A	2022305	It Happened Tomorrow	Bal Phondke	2001
uc1.b3989145	2889720	N/A	2022305	It Happened Tomorrow	Bal Phondke	2001
mdp.39015034420417	2999415	N/A	2039383	After Yesterday's Crash: The Avant-Pop Anthology	Larry McCaffery	1995
mdp.39015026815236	766053	N/A	2062831	World's Spring	Vladimir Gakov	1981
uc1.32106005276909	766053	N/A	2062831	World's Spring	Vladimir Gakov	1981
mdp.39015081739206	6859477	N/A	2173009	Subterranean Gallery	Richard Chizmar & William Schafer	1998
uva.x000715760	102060595	N/A	2838291	At the Mountains of Murkiness and Other Parodies	George Locke	1973
